reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOEyuH1PbdD5JOf1tS5PUYsOY6kL-MuU2bAgr0-N3LzVccL6XuC3vOo2_KBaUCz3GFp-wAUrOIw0oGdGJB0,Alifa Resky Utami Anwar,https://play-lh.googleusercontent.com/a/AATXAJybCfD6FTqCDGcIqDCvpLGw-TqBgdF1Buj93K8s=mo,"Saya pesan hotel teraskita, di aplikasi hrg 235rb tapi sesampai di hotel harus nambah 150rb tanpa konfirmasi dari traveloka",3,0,3.37.0,2021-09-01 22:26:03,"Halo Kak Alifa. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -IN",2021-09-01 22:34:43,newest,com.traveloka.android
gp:AOqpTOFA-ZSsEF5YV3G6cVNGxxqmKvMMV7ObIT-YwOL0NX8lVw-79ADD_ZZ5edWGWb_MZm43OfGr0qrQsiYs5hI,Sis Woyo,https://play-lh.googleusercontent.com/a/AATXAJygDGyQhXwinldfwCCwn7jWT9IBRB_40M9gT3T-=mo,👍👍👍👍👍👍👍,3,0,3.37.0,2021-09-02 05:31:37,"Hai, Kak. Terima kasih atas penilaiannya dan terima kasih telah menggunakan Traveloka sebagai partner perjalanan kamu -SY",2021-09-02 06:01:48,newest,com.traveloka.android
gp:AOqpTOHlqPRmPqOKTs7XN-doOVPOS30FEPdP6WPb7WmPZH0eGdtBKWv9iB7SF8lzi4Zyw8vnKNRqfKLfIMjZ1D8,Hera miranto,https://play-lh.googleusercontent.com/a-/AOh14GjmHkxTxXiLhxWefYHSBKk8QLq2C8tVQ-I-yw-Z1O4,"Aku mau bayar pay later kok gak bisa ya, aku buka di menu aplikasi traveloka menu paylater, eh malah disuruh daftar, padahal saya uda terdaftar dipaylater. Kenapa ya",2,1,3.37.0,2021-09-02 08:23:36,"Hai, kak Hera. Mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta alamat email Anda melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -KA",2021-09-08 09:51:05,most relevant,com.traveloka.android
gp:AOqpTOHlqPRmPqOKTs7XN-doOVPOS30FEPdP6WPb7WmPZH0eGdtBKWv9iB7SF8lzi4Zyw8vnKNRqfKLfIMjZ1D8,Hera miranto,https://play-lh.googleusercontent.com/a-/AOh14GjmHkxTxXiLhxWefYHSBKk8QLq2C8tVQ-I-yw-Z1O4,"Aku mau bayar pay later kok gak bisa ya, aku buka di menu aplikasi traveloka menu paylater, eh malah disuruh daftar, padahal saya uda terdaftar dipaylater. Kenapa ya",2,1,3.37.0,2021-09-02 08:23:36,"Hai, kak Hera. Mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta alamat email Anda melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -KA",2021-09-08 09:51:05,newest,com.traveloka.android
gp:AOqpTOFw7UKoxrBLomaYUn0TJ_1O5y59PcczLlFvQR5SUkF1BGKW1XmjdHrBrFW8M1Dk7Gv78Zlre1ZrvRFI0jk,abbi alrasyid,https://play-lh.googleusercontent.com/a-/AOh14Gj9qVHvTDOlI1a8RbNgqd89fd8D3gYIt8WVlrdzRQ,"Saya ingin melakukan pembayaran paylater,tapi setelah masuk ke halaman pembayaran,aplikasi tertutup dengan sendirinya.mohon bantuannya agar dapat segera melakukan pembayaran",2,0,3.37.0,2021-09-02 09:20:44,"Hai, Kak Abbi. Mohon maaf atas kendala yang terjadi. Agar dapat kami bantu cek lebih lanjut silakan menghubungi kami kembali dengan mengetuk ikon chat pada bagian kanan atas halaman utama aplikasi Traveloka Anda, melalui email di cs@traveloka.com atau di nomor telepon 021-08041500308. Terima kasih. -SC",2021-09-02 09:45:05,most relevant,com.traveloka.android
gp:AOqpTOFw7UKoxrBLomaYUn0TJ_1O5y59PcczLlFvQR5SUkF1BGKW1XmjdHrBrFW8M1Dk7Gv78Zlre1ZrvRFI0jk,abbi alrasyid,https://play-lh.googleusercontent.com/a-/AOh14Gj9qVHvTDOlI1a8RbNgqd89fd8D3gYIt8WVlrdzRQ,"Saya ingin melakukan pembayaran paylater,tapi setelah masuk ke halaman pembayaran,aplikasi tertutup dengan sendirinya.mohon bantuannya agar dapat segera melakukan pembayaran",2,0,3.37.0,2021-09-02 09:20:44,"Hai, Kak Abbi. Mohon maaf atas kendala yang terjadi. Agar dapat kami bantu cek lebih lanjut silakan menghubungi kami kembali dengan mengetuk ikon chat pada bagian kanan atas halaman utama aplikasi Traveloka Anda, melalui email di cs@traveloka.com atau di nomor telepon 021-08041500308. Terima kasih. -SC",2021-09-02 09:45:05,newest,com.traveloka.android
gp:AOqpTOFseki2q0thXCcACr-6pFjC5aB5Go4rhs0XT5SWn8nowBo_YM150xwHGfUolg7552n0dEfIvMMg_WOFc7U,Andre S,https://play-lh.googleusercontent.com/a/AATXAJyDzIZXtnHXkPB8qIOFdjNEOLslPKkb6AMvTsv5=mo,Update nya jelek.promonya turun min belanjanya juga naik masa harus min belanja sampai 50rb,3,0,No Reply,2021-09-02 11:08:54,"Halo, Kak Andre. Mohon maaf sebelumnya ya kak. Setiap promo memiliki syarat dan ketentuan yang berlaku. Kamu juga bisa cek untuk promo lain yang berlangsung melalui laman promo ya kak. Terima kasih. -SC",2021-09-02 11:32:54,newest,com.traveloka.android
gp:AOqpTOEaMyMTlBFBRf6yAiG8Oe3SEgMpbfB3RDWAxFmKHrV-oo9ZZFxstLp7syIxcJeN3tWPQtNVnzouxx2wy4Q,Ratna Ratna,https://play-lh.googleusercontent.com/a-/AOh14GjLikWSE5a_0tp-ojn-bwn4xbegHIUcwskdXYp4Fw,pelayana cepat dan murah,4,0,3.36.1,2021-09-02 11:41:47,Hai Ratna. Terima kasih atas penilaiannya. Traveloka terus berusaha melengkapi dan meningkatkan pelayanan kami untuk pelanggan dan pengguna ya. Terima kasih -RH,2021-09-02 12:01:54,most relevant,com.traveloka.android
gp:AOqpTOEaMyMTlBFBRf6yAiG8Oe3SEgMpbfB3RDWAxFmKHrV-oo9ZZFxstLp7syIxcJeN3tWPQtNVnzouxx2wy4Q,Ratna Ratna,https://play-lh.googleusercontent.com/a-/AOh14GjLikWSE5a_0tp-ojn-bwn4xbegHIUcwskdXYp4Fw,pelayana cepat dan murah,4,0,3.36.1,2021-09-02 11:41:47,Hai Ratna. Terima kasih atas penilaiannya. Traveloka terus berusaha melengkapi dan meningkatkan pelayanan kami untuk pelanggan dan pengguna ya. Terima kasih -RH,2021-09-02 12:01:54,newest,com.traveloka.android
gp:AOqpTOFeI4SV42vZKW6KG_Yl13SZkWXskBuMWSCXKgALrwlXUcs9fjk_YDpAtPua2RCG3eVBN3LTdp0pXH1Tn5o,Jhony mayuda,https://play-lh.googleusercontent.com/a-/AOh14Gh_-sjRgbnKPY1J4lCE2_A5vjfuoopaOeCE-OBv2Q,sangat membantu,4,0,3.37.0,2021-09-02 13:46:00,Hai Jhony. Terima kasih atas penilaiannya. Traveloka terus berusaha melengkapi dan meningkatkan pelayanan kami untuk pelanggan dan pengguna ya. Terima kasih -RH,2021-09-02 14:00:53,most relevant,com.traveloka.android
gp:AOqpTOFeI4SV42vZKW6KG_Yl13SZkWXskBuMWSCXKgALrwlXUcs9fjk_YDpAtPua2RCG3eVBN3LTdp0pXH1Tn5o,Jhony mayuda,https://play-lh.googleusercontent.com/a-/AOh14Gh_-sjRgbnKPY1J4lCE2_A5vjfuoopaOeCE-OBv2Q,sangat membantu,4,0,3.37.0,2021-09-02 13:46:00,Hai Jhony. Terima kasih atas penilaiannya. Traveloka terus berusaha melengkapi dan meningkatkan pelayanan kami untuk pelanggan dan pengguna ya. Terima kasih -RH,2021-09-02 14:00:53,newest,com.traveloka.android
gp:AOqpTOGxFJh5lJR3HH6MnLSrFyDmEgCIdkBGmA9c20VdUELX0r6SShTsaPisp4DSmiJWY16KzyCO337aLrM04i4,Meiliana indah lestari,https://play-lh.googleusercontent.com/a-/AOh14Ghy3E8NzaPcGYq5vXD8EHZDPIT85wfWbZm7hZf0DWo,"Banyakin kode voucher dong terutama utk pesawat, kereta dan hotel..",4,0,3.33.1,2021-09-02 15:21:45,"Hai Kak. Terkait promo yang berlangsung kamu bisa cek di https://trv.lk/promo ya kak, Jangan lupa pantengin trus sosial media kami (Twitter, facebook, instagram) untuk info promo menarik lainnya. Terima kasih -FR",2021-09-02 15:31:24,most relevant,com.traveloka.android
gp:AOqpTOGxFJh5lJR3HH6MnLSrFyDmEgCIdkBGmA9c20VdUELX0r6SShTsaPisp4DSmiJWY16KzyCO337aLrM04i4,Meiliana indah lestari,https://play-lh.googleusercontent.com/a-/AOh14Ghy3E8NzaPcGYq5vXD8EHZDPIT85wfWbZm7hZf0DWo,"Banyakin kode voucher dong terutama utk pesawat, kereta dan hotel..",4,0,3.33.1,2021-09-02 15:21:45,"Hai Kak. Terkait promo yang berlangsung kamu bisa cek di https://trv.lk/promo ya kak, Jangan lupa pantengin trus sosial media kami (Twitter, facebook, instagram) untuk info promo menarik lainnya. Terima kasih -FR",2021-09-02 15:31:24,newest,com.traveloka.android
gp:AOqpTOGg66yLlg0opHyWmvyKNjxPDwxLmQbHD08OppwzKvJKuYyGx2A4FfiJxpeyqSGq2nb6O-w_z5r-fVL3fco,Ahmad Madin,https://play-lh.googleusercontent.com/a/AATXAJyvjKicw-twLtzFToAwnjRqngWpEe0svZ6izaoG=mo,lebih cepat respon,4,0,3.37.0,2021-09-02 15:56:33,"Hai Kak. Terima kasih sudah menggunakan Traveloka ya, kami akan berusaha semaksimal mungkin dalam membantu melayani seluruh pelanggan kami. Terima kasih -FR",2021-09-02 16:06:14,most relevant,com.traveloka.android
gp:AOqpTOGg66yLlg0opHyWmvyKNjxPDwxLmQbHD08OppwzKvJKuYyGx2A4FfiJxpeyqSGq2nb6O-w_z5r-fVL3fco,Ahmad Madin,https://play-lh.googleusercontent.com/a/AATXAJyvjKicw-twLtzFToAwnjRqngWpEe0svZ6izaoG=mo,lebih cepat respon,4,0,3.37.0,2021-09-02 15:56:33,"Hai Kak. Terima kasih sudah menggunakan Traveloka ya, kami akan berusaha semaksimal mungkin dalam membantu melayani seluruh pelanggan kami. Terima kasih -FR",2021-09-02 16:06:14,newest,com.traveloka.android
gp:AOqpTOF3Jn6odg3-g7BZKfQexwBv4xBN3uhn7JbE_ezVUGDNs4AN0eOw6dx1lRnUVx2djB2d8mNUW7hp66Ca_Ss,Ragil Putra,https://play-lh.googleusercontent.com/a/AATXAJzUduHQyzjnC4uQoq8El8EHVctMtX2c_iWGCPhW=mo,Bagus layanan,4,0,No Reply,2021-09-02 17:28:30,Hai Kak Ragil. Terima kasih ya sudah menggunakan Traveloka. :) -FR,2021-09-02 17:31:10,newest,com.traveloka.android
gp:AOqpTOHSAx6XmVWp4oKMu3wYE3C3_dwfVK5r1wrr7zzPX_YV7yqfFNIZXwuhMrqlB4fotOpQeAA0E4zbPoslq2s,Ibrahim Umar,https://play-lh.googleusercontent.com/a/AATXAJxyV8b_KstzVzk08JXPa4xspRuboWQ68Jiku-rT=mo,Titik lokasinya ngacooooo. Jauh banget. Kasian kurirnya,2,0,3.37.0,2021-09-02 19:59:06,"Halo Kak Ibrahim. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih-IN",2021-09-02 20:05:06,most relevant,com.traveloka.android
gp:AOqpTOHSAx6XmVWp4oKMu3wYE3C3_dwfVK5r1wrr7zzPX_YV7yqfFNIZXwuhMrqlB4fotOpQeAA0E4zbPoslq2s,Ibrahim Umar,https://play-lh.googleusercontent.com/a/AATXAJxyV8b_KstzVzk08JXPa4xspRuboWQ68Jiku-rT=mo,Titik lokasinya ngacooooo. Jauh banget. Kasian kurirnya,2,0,3.37.0,2021-09-02 19:59:06,"Halo Kak Ibrahim. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih-IN",2021-09-02 20:05:06,newest,com.traveloka.android
gp:AOqpTOFfLFJhnmRsOkkZFuKCV2iVe96JJqAH9Ov8AVS7K7xUBKOM4z75sV17U0xbbRxW7KSmExwxqesFkNjhYrI,Muh Amin,https://play-lh.googleusercontent.com/a-/AOh14GgZJVDr3yPKTz4_QG_lEwD5ilJFavsrGMLw9l9i6w,makasih traveloka,3,0,3.36.1,2021-09-02 20:05:49,"Hai Kak Muh Amin. Terima kasih telah menggunakan Traveloka. Jika memiliki kendala, Anda dapat informasikan kepada kami detail kendala yang Anda alami melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -IN",2021-09-02 20:35:43,newest,com.traveloka.android
gp:AOqpTOG7_y8t4JBytMPy5HXnIKaFaCJbN2j-mafthkP2XsKg1s6C0bWuwq_ojhe-CY-2a37zdKj2FyOMmjLhdOw,Indrajaya Kesuma,https://play-lh.googleusercontent.com/a-/AOh14GjXIhO-IJM_3EsM4fuW6UGY2gzjKhpLxigliwy3,keren,3,0,3.37.0,2021-09-02 21:03:49,Hai Kak Indrajaya. Terima kasih telah menjadikan Traveloka sebagai mitra perjalanan Anda. Kami tunggu pesanan selanjutnya. Terima kasih. -BM,2021-09-02 21:31:34,newest,com.traveloka.android
gp:AOqpTOEfgb4UOJspjpwrMvIt8sL1IOECgW-uJ9-g84D6CAMqTTmZI9eydYApP3rvOsCrdmVptjcuRN8r1StWy7I,Satria Hasibuan,https://play-lh.googleusercontent.com/a/AATXAJwxY6a8CdRk15wTPpIrbhzCQSd4OM_rK_9bc-X8=mo,Tolong pesan sama adminnya gk bisa di baca,4,0,3.37.0,2021-09-02 21:31:10,Hai ka. Mohon maaf atas kendala yang terjadi. Laporan kamu sudah ditangani oleh tim kami melalui nomor laporan 2065XXXX. Silakan untuk membalas melalui pesan di aplikasi Traveloka ya. Terima kasih. -BM,2021-09-02 22:05:03,most relevant,com.traveloka.android
gp:AOqpTOEfgb4UOJspjpwrMvIt8sL1IOECgW-uJ9-g84D6CAMqTTmZI9eydYApP3rvOsCrdmVptjcuRN8r1StWy7I,Satria Hasibuan,https://play-lh.googleusercontent.com/a/AATXAJwxY6a8CdRk15wTPpIrbhzCQSd4OM_rK_9bc-X8=mo,Tolong pesan sama adminnya gk bisa di baca,4,0,3.37.0,2021-09-02 21:31:10,Hai ka. Mohon maaf atas kendala yang terjadi. Laporan kamu sudah ditangani oleh tim kami melalui nomor laporan 2065XXXX. Silakan untuk membalas melalui pesan di aplikasi Traveloka ya. Terima kasih. -BM,2021-09-02 22:05:03,newest,com.traveloka.android
gp:AOqpTOEpNIeT4GiWlLeROp_zj0JniRPOKGbeo0ddsJ5WkLq7KDoPKsWNf6M8j8p26GIVwng9F2aNgCvfJ0xWwCI,bobby pahlevi,https://play-lh.googleusercontent.com/a-/AOh14Ggh7gkJaC9k7FtGlZ5-rcSXXacp2HsluT9Lq1AwUg,"Mau daftarin paylater ribet banget, ujung ujungnya gagaal gagal dan gagal !!!",3,0,3.37.0,2021-09-03 00:35:55,"Hai kak Bobby Mohon maaf atas ketidaknyaman yang kamu alami, untuk kendala kamu dapat kamu samaikan melalui alamat email kami di cs@traveoka.com. Terima Kasih - AK",2021-09-03 01:08:46,most relevant,com.traveloka.android
gp:AOqpTOEpNIeT4GiWlLeROp_zj0JniRPOKGbeo0ddsJ5WkLq7KDoPKsWNf6M8j8p26GIVwng9F2aNgCvfJ0xWwCI,bobby pahlevi,https://play-lh.googleusercontent.com/a-/AOh14Ggh7gkJaC9k7FtGlZ5-rcSXXacp2HsluT9Lq1AwUg,"Mau daftarin paylater ribet banget, ujung ujungnya gagaal gagal dan gagal !!!",3,0,3.37.0,2021-09-03 00:35:55,"Hai kak Bobby Mohon maaf atas ketidaknyaman yang kamu alami, untuk kendala kamu dapat kamu samaikan melalui alamat email kami di cs@traveoka.com. Terima Kasih - AK",2021-09-03 01:08:46,newest,com.traveloka.android
gp:AOqpTOG1rhNp7ivVZx_DyR5pgYTl3FSMhevw9E7amTvugpO5d0wdoFC8VYDvK8mqvX-dtXfnxPAWWRa5rBKoU8A,Strata Architect Const,https://play-lh.googleusercontent.com/a-/AOh14GhEEwAZQxY-880WjZqKBqLw8jm66cD_CGKtxwPR0g,"Aplikasi yg modern kekinian membantu mobilitas orang2 yg sibuk, namun jgn sampai kebutuhan masyarakat tsb dihadapkan kesulitan karena akun tiba2 ditutup",4,1,3.37.0,2021-09-03 06:26:09,"Hai, Kak. Terima kasih telah menggunakan Traveloka sebagai partner perjalanan kamu. Jika ada kendala atau pertanyaan yang ingin disampaikan, silakan hubungi kami melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -SY",2021-09-03 06:33:22,most relevant,com.traveloka.android
gp:AOqpTOG1rhNp7ivVZx_DyR5pgYTl3FSMhevw9E7amTvugpO5d0wdoFC8VYDvK8mqvX-dtXfnxPAWWRa5rBKoU8A,Strata Architect Const,https://play-lh.googleusercontent.com/a-/AOh14GhEEwAZQxY-880WjZqKBqLw8jm66cD_CGKtxwPR0g,"Aplikasi yg modern kekinian membantu mobilitas orang2 yg sibuk, namun jgn sampai kebutuhan masyarakat tsb dihadapkan kesulitan karena akun tiba2 ditutup",4,1,3.37.0,2021-09-03 06:26:09,"Hai, Kak. Terima kasih telah menggunakan Traveloka sebagai partner perjalanan kamu. Jika ada kendala atau pertanyaan yang ingin disampaikan, silakan hubungi kami melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -SY",2021-09-03 06:33:22,newest,com.traveloka.android
gp:AOqpTOE10UwaIAxG6iP4FWzQZqiZwKQo4dgSjkDyOYhltSoJVp4a53tztgczN19_Wa_xSr-WMnNGvvo3VLssYeI,Iswandi Pangian,https://play-lh.googleusercontent.com/a/AATXAJzkDUG80bRemi6GVUG8pN4L-y8vCfWILkYdfYKo=mo,04a47 Z es4,3,0,3.34.1,2021-09-03 08:23:49,"Halo Kak Iswandi, terima kasih telah menggunakan Traveloka. Jika butuh bantuan silakan hubungi kami melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com agar kami dapat membantu lebih lanjut. Terima kasih -SY",2021-09-03 08:32:54,newest,com.traveloka.android
gp:AOqpTOGKy8aVzJJPgXUZy0iXhhUjpNAiCAuODa3hK96Ur4G4COkirDdeP2dIyF4s8LgPH9ranWOD9r6T59LpoMM,Lhorys Patandianan,https://play-lh.googleusercontent.com/a/AATXAJzmbUP9Z1JvQv3tLLrsOO3NPCkX8xSmkrpH_kxS=mo,ok,4,0,3.33.0,2021-09-03 11:50:17,"Hai, kak Lhorys. Terima kasih atas penilaiannya, kami akan terus meningkat kepuasan para pengguna. Jika kamu butuh bantuan jangan ragu menghubungi kami melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -KA",2021-09-03 12:02:30,newest,com.traveloka.android
gp:AOqpTOGC6d3nX0s9TPOHtq985uojOCGLFuQfMGmUa1qc0lfzbqBZdYa-ThqEAAkYFxMiyVQCxZnULMhuzXzrURI,LGW Studio,https://play-lh.googleusercontent.com/a-/AOh14Gjrv0VgzFkxR4A9QHXRAq8FhXLePjNlnKrJNAUrXw,bintang 3 dlu aja,3,0,3.37.0,2021-09-03 13:26:25,"Hai, kak. Terima kasih atas penilaiannya, kami akan terus meningkat kepuasan para pengguna. Jika kamu butuh bantuan jangan ragu menghubungi kami melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -KA",2021-09-03 13:33:31,most relevant,com.traveloka.android
gp:AOqpTOGC6d3nX0s9TPOHtq985uojOCGLFuQfMGmUa1qc0lfzbqBZdYa-ThqEAAkYFxMiyVQCxZnULMhuzXzrURI,LGW Studio,https://play-lh.googleusercontent.com/a-/AOh14Gjrv0VgzFkxR4A9QHXRAq8FhXLePjNlnKrJNAUrXw,bintang 3 dlu aja,3,0,3.37.0,2021-09-03 13:26:25,"Hai, kak. Terima kasih atas penilaiannya, kami akan terus meningkat kepuasan para pengguna. Jika kamu butuh bantuan jangan ragu menghubungi kami melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -KA",2021-09-03 13:33:31,newest,com.traveloka.android
gp:AOqpTOGuYduuTTMdJjTBCHL4Ph_i5vNEnaEeaKQ6BYgLbGLImmWiydGZ1hrPmo15CSK21uje8RU8oBcZ-brmd5k,Lungguk Sitorus,https://play-lh.googleusercontent.com/a/AATXAJynNgdPqOZqNTR7CYGgzwUovRWdgvFoDrz0m4Sk=mo,Ccx,2,0,3.37.0,2021-09-03 14:36:23,"Hai Kak Lungguk. Terima kasih telah menggunakan Traveloka. Jika memiliki kendala, Anda dapat informasikan kepada kami dengan detail kendala yang Anda alami melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -MR",2021-09-03 15:04:14,newest,com.traveloka.android
gp:AOqpTOH7C7-8ajOMXSqZ4JOWFjPdaP5I9Tck0UKGDDr7XRXhfjm_CJ277IPo2JnSzWTO1YZAE9jPxuKaEWTEekA,Abenk Suparman,https://play-lh.googleusercontent.com/a/AATXAJx4I03L2CnY4hN4RoQlDpacDheK3mfpbdC_kYnB=mo,"Menurut saya layanan traveloka masih tahap normal, dan paket promo2 yang ditawarkan juga normal. Jangan kaya aplikasi sebelah yang berinisial P*G*2 nawarin paket hotel cuman bisa dipake max 4 jam/hari, dalihnya konsumen tidak mengecek di detail dll dengan beribu2 alasan, selama jadi traveler ada yah hotel ngasih paket cuman bisa dipake buat rebahan 4 jam doang. Semoga traveloka gak kaya gitu, memberi layanan dan promo yang baik, normal dan masuk akal",4,27,3.37.0,2021-09-03 18:15:46,"Hai Kak Abenk. Terima kasih telah menggunakan Traveloka, kami akan memberikan layanan yang terbaik untuk seluruh pelanggan kami. Jika memiliki kendala, mohon informasikan kepada kami detail kendala yang Anda alami melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -FR",2021-09-03 18:32:12,most relevant,com.traveloka.android
gp:AOqpTOH7C7-8ajOMXSqZ4JOWFjPdaP5I9Tck0UKGDDr7XRXhfjm_CJ277IPo2JnSzWTO1YZAE9jPxuKaEWTEekA,Abenk Suparman,https://play-lh.googleusercontent.com/a/AATXAJx4I03L2CnY4hN4RoQlDpacDheK3mfpbdC_kYnB=mo,"Menurut saya layanan traveloka masih tahap normal, dan paket promo2 yang ditawarkan juga normal. Jangan kaya aplikasi sebelah yang berinisial P*G*2 nawarin paket hotel cuman bisa dipake max 4 jam/hari, dalihnya konsumen tidak mengecek di detail dll dengan beribu2 alasan, selama jadi traveler ada yah hotel ngasih paket cuman bisa dipake buat rebahan 4 jam doang. Semoga traveloka gak kaya gitu, memberi layanan dan promo yang baik, normal dan masuk akal",4,27,3.37.0,2021-09-03 18:15:46,"Hai Kak Abenk. Terima kasih telah menggunakan Traveloka, kami akan memberikan layanan yang terbaik untuk seluruh pelanggan kami. Jika memiliki kendala, mohon informasikan kepada kami detail kendala yang Anda alami melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -FR",2021-09-03 18:32:12,newest,com.traveloka.android
gp:AOqpTOEYauXP66UKc5sQatSMrcBtlWABOeLHLOKRhsirYi1wh9QNrA8DZXh46y7i8c-65kBW_vOuoMXBqQXxa_4,Niko Yunus Priyambodo,https://play-lh.googleusercontent.com/a-/AOh14GhCuWn5iLDTboNoDW9FyiYsEY5guuup_QebCjRlRQ,"Pembayaran Paylater lancar, limit malah turun ehh sekarang di Nonaktifkan. Ada limit tapi tidak bisa digunakan buat apa ?",2,0,3.37.0,2021-09-03 19:38:33,"Hai Kak Niko. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -FR",2021-09-03 20:01:22,most relevant,com.traveloka.android
gp:AOqpTOEYauXP66UKc5sQatSMrcBtlWABOeLHLOKRhsirYi1wh9QNrA8DZXh46y7i8c-65kBW_vOuoMXBqQXxa_4,Niko Yunus Priyambodo,https://play-lh.googleusercontent.com/a-/AOh14GhCuWn5iLDTboNoDW9FyiYsEY5guuup_QebCjRlRQ,"Pembayaran Paylater lancar, limit malah turun ehh sekarang di Nonaktifkan. Ada limit tapi tidak bisa digunakan buat apa ?",2,0,3.37.0,2021-09-03 19:38:33,"Hai Kak Niko. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -FR",2021-09-03 20:01:22,newest,com.traveloka.android
gp:AOqpTOGJwj3LuZJYCCAhqSryu_vZBWP7q2WGPX9RBjhts4Y_9welS5iiYJpC11gjRuMunwwrk-YK5p4Z6LC67HQ,Siti Hujrah,https://play-lh.googleusercontent.com/a/AATXAJzGr4OGpkPLZQ_ON3_l7ylJE9Val0TIa2RAqj6G=mo,Pel baik,4,0,3.33.1,2021-09-03 20:51:23,Hai Kak Siti. Terima kasih telah menjadikan Traveloka sebagai mitra perjalanan Anda. Kami tunggu pesanan selanjutnya. Terima kasih. -BM,2021-09-03 21:01:50,newest,com.traveloka.android
